,City1_State,City1,City2_State,City2,Month_num,Passenger_Trips
540,Tasmania,HOBART,New South Wales,SYDNEY,3,40098
541,Tasmania,HOBART,New South Wales,SYDNEY,4,0
542,Tasmania,HOBART,New South Wales,SYDNEY,5,0
543,Tasmania,HOBART,New South Wales,SYDNEY,6,0
544,Tasmania,HOBART,New South Wales,SYDNEY,7,0
545,Tasmania,HOBART,New South Wales,SYDNEY,8,0
546,Tasmania,HOBART,New South Wales,SYDNEY,9,0
547,Tasmania,HOBART,New South Wales,SYDNEY,10,0
548,Tasmania,HOBART,New South Wales,SYDNEY,11,21429
549,Tasmania,HOBART,New South Wales,SYDNEY,12,30020
550,,HAMILTON ISLAND,Victoria,MELBOURNE,1,9378
551,,HAMILTON ISLAND,Victoria,MELBOURNE,2,4499
552,,HAMILTON ISLAND,Victoria,MELBOURNE,3,3655
553,,HAMILTON ISLAND,Victoria,MELBOURNE,4,0
554,,HAMILTON ISLAND,Victoria,MELBOURNE,5,0
555,,HAMILTON ISLAND,Victoria,MELBOURNE,6,0
556,,HAMILTON ISLAND,Victoria,MELBOURNE,7,0
557,,HAMILTON ISLAND,Victoria,MELBOURNE,8,0
558,,HAMILTON ISLAND,Victoria,MELBOURNE,9,0
559,,HAMILTON ISLAND,Victoria,MELBOURNE,10,0
560,,HAMILTON ISLAND,Victoria,MELBOURNE,11,0
561,,HAMILTON ISLAND,Victoria,MELBOURNE,12,0
562,,HAMILTON ISLAND,New South Wales,SYDNEY,1,25257
563,,HAMILTON ISLAND,New South Wales,SYDNEY,2,14529
564,,HAMILTON ISLAND,New South Wales,SYDNEY,3,11840
565,,HAMILTON ISLAND,New South Wales,SYDNEY,4,0
566,,HAMILTON ISLAND,New South Wales,SYDNEY,5,0
567,,HAMILTON ISLAND,New South Wales,SYDNEY,6,0
568,,HAMILTON ISLAND,New South Wales,SYDNEY,7,0
569,,HAMILTON ISLAND,New South Wales,SYDNEY,8,0
570,,HAMILTON ISLAND,New South Wales,SYDNEY,9,0
571,,HAMILTON ISLAND,New South Wales,SYDNEY,10,0
572,,HAMILTON ISLAND,New South Wales,SYDNEY,11,0
573,,HAMILTON ISLAND,New South Wales,SYDNEY,12,0
574,Western Australia,KALGOORLIE,Western Australia,PERTH,1,19502
575,Western Australia,KALGOORLIE,Western Australia,PERTH,2,20786
576,Western Australia,KALGOORLIE,Western Australia,PERTH,3,16909
577,Western Australia,KALGOORLIE,Western Australia,PERTH,4,3122
578,Western Australia,KALGOORLIE,Western Australia,PERTH,5,2037
579,Western Australia,KALGOORLIE,Western Australia,PERTH,6,4515
580,Western Australia,KALGOORLIE,Western Australia,PERTH,7,9100
581,Western Australia,KALGOORLIE,Western Australia,PERTH,8,12387
582,Western Australia,KALGOORLIE,Western Australia,PERTH,9,14545
583,Western Australia,KALGOORLIE,Western Australia,PERTH,10,17964
584,Western Australia,KALGOORLIE,Western Australia,PERTH,11,18421
585,Western Australia,KALGOORLIE,Western Australia,PERTH,12,18087
586,Western Australia,KARRATHA,Western Australia,PERTH,1,38754
587,Western Australia,KARRATHA,Western Australia,PERTH,2,35546
588,Western Australia,KARRATHA,Western Australia,PERTH,3,27615
589,Western Australia,KARRATHA,Western Australia,PERTH,4,3229
590,Western Australia,KARRATHA,Western Australia,PERTH,5,2522
591,Western Australia,KARRATHA,Western Australia,PERTH,6,6706
592,Western Australia,KARRATHA,Western Australia,PERTH,7,15957
593,Western Australia,KARRATHA,Western Australia,PERTH,8,20551
594,Western Australia,KARRATHA,Western Australia,PERTH,9,30324
595,Western Australia,KARRATHA,Western Australia,PERTH,10,31780
596,Western Australia,KARRATHA,Western Australia,PERTH,11,30228
597,Western Australia,KARRATHA,Western Australia,PERTH,12,29104
598,Tasmania,LAUNCESTON,Victoria,MELBOURNE,1,100569
599,Tasmania,LAUNCESTON,Victoria,MELBOURNE,2,76723
600,Tasmania,LAUNCESTON,Victoria,MELBOURNE,3,51238
601,Tasmania,LAUNCESTON,Victoria,MELBOURNE,4,0
602,Tasmania,LAUNCESTON,Victoria,MELBOURNE,5,0
603,Tasmania,LAUNCESTON,Victoria,MELBOURNE,6,0
604,Tasmania,LAUNCESTON,Victoria,MELBOURNE,7,0
605,Tasmania,LAUNCESTON,Victoria,MELBOURNE,8,0
606,Tasmania,LAUNCESTON,Victoria,MELBOURNE,9,0
607,Tasmania,LAUNCESTON,Victoria,MELBOURNE,10,0
608,Tasmania,LAUNCESTON,Victoria,MELBOURNE,11,0
609,Tasmania,LAUNCESTON,Victoria,MELBOURNE,12,38122
610,Tasmania,LAUNCESTON,New South Wales,SYDNEY,1,30423
611,Tasmania,LAUNCESTON,New South Wales,SYDNEY,2,24345
612,Tasmania,LAUNCESTON,New South Wales,SYDNEY,3,16551
613,Tasmania,LAUNCESTON,New South Wales,SYDNEY,4,0
614,Tasmania,LAUNCESTON,New South Wales,SYDNEY,5,0
615,Tasmania,LAUNCESTON,New South Wales,SYDNEY,6,0
616,Tasmania,LAUNCESTON,New South Wales,SYDNEY,7,0
617,Tasmania,LAUNCESTON,New South Wales,SYDNEY,8,0
618,Tasmania,LAUNCESTON,New South Wales,SYDNEY,9,0
619,Tasmania,LAUNCESTON,New South Wales,SYDNEY,10,0
620,Tasmania,LAUNCESTON,New South Wales,SYDNEY,11,10247
621,Tasmania,LAUNCESTON,New South Wales,SYDNEY,12,17870
622,Queensland,SUNSHINE COAST,Victoria,MELBOURNE,1,45517
623,Queensland,SUNSHINE COAST,Victoria,MELBOURNE,2,35354
624,Queensland,SUNSHINE COAST,Victoria,MELBOURNE,3,28603
625,Queensland,SUNSHINE COAST,Victoria,MELBOURNE,4,0
626,Queensland,SUNSHINE COAST,Victoria,MELBOURNE,5,0
627,Queensland,SUNSHINE COAST,Victoria,MELBOURNE,6,0
628,Queensland,SUNSHINE COAST,Victoria,MELBOURNE,7,0
629,Queensland,SUNSHINE COAST,Victoria,MELBOURNE,8,0
630,Queensland,SUNSHINE COAST,Victoria,MELBOURNE,9,0
631,Queensland,SUNSHINE COAST,Victoria,MELBOURNE,10,0
632,Queensland,SUNSHINE COAST,Victoria,MELBOURNE,11,0
633,Queensland,SUNSHINE COAST,Victoria,MELBOURNE,12,24817
634,Queensland,SUNSHINE COAST,New South Wales,SYDNEY,1,53185
635,Queensland,SUNSHINE COAST,New South Wales,SYDNEY,2,43142
636,Queensland,SUNSHINE COAST,New South Wales,SYDNEY,3,31271
637,Queensland,SUNSHINE COAST,New South Wales,SYDNEY,4,0
638,Queensland,SUNSHINE COAST,New South Wales,SYDNEY,5,0
639,Queensland,SUNSHINE COAST,New South Wales,SYDNEY,6,0
640,Queensland,SUNSHINE COAST,New South Wales,SYDNEY,7,0
641,Queensland,SUNSHINE COAST,New South Wales,SYDNEY,8,0
642,Queensland,SUNSHINE COAST,New South Wales,SYDNEY,9,0
643,Queensland,SUNSHINE COAST,New South Wales,SYDNEY,10,0
644,Queensland,SUNSHINE COAST,New South Wales,SYDNEY,11,0
645,Queensland,SUNSHINE COAST,New South Wales,SYDNEY,12,17922
646,Victoria,MELBOURNE,Victoria,MILDURA,1,16266
647,Victoria,MELBOURNE,Victoria,MILDURA,2,16699
648,Victoria,MELBOURNE,Victoria,MILDURA,3,12225
649,Victoria,MELBOURNE,Victoria,MILDURA,4,497
650,Victoria,MELBOURNE,Victoria,MILDURA,5,756
651,Victoria,MELBOURNE,Victoria,MILDURA,6,1723
652,Victoria,MELBOURNE,Victoria,MILDURA,7,0
653,Victoria,MELBOURNE,Victoria,MILDURA,8,0
654,Victoria,MELBOURNE,Victoria,MILDURA,9,0
655,Victoria,MELBOURNE,Victoria,MILDURA,10,0
656,Victoria,MELBOURNE,Victoria,MILDURA,11,0
657,Victoria,MELBOURNE,Victoria,MILDURA,12,0
658,Victoria,MELBOURNE,New South Wales,NEWCASTLE,1,41065
659,Victoria,MELBOURNE,New South Wales,NEWCASTLE,2,35026
660,Victoria,MELBOURNE,New South Wales,NEWCASTLE,3,23086
661,Victoria,MELBOURNE,New South Wales,NEWCASTLE,4,0
662,Victoria,MELBOURNE,New South Wales,NEWCASTLE,5,0
663,Victoria,MELBOURNE,New South Wales,NEWCASTLE,6,0
664,Victoria,MELBOURNE,New South Wales,NEWCASTLE,7,0
665,Victoria,MELBOURNE,New South Wales,NEWCASTLE,8,0
666,Victoria,MELBOURNE,New South Wales,NEWCASTLE,9,0
667,Victoria,MELBOURNE,New South Wales,NEWCASTLE,10,0
668,Victoria,MELBOURNE,New South Wales,NEWCASTLE,11,0
669,Victoria,MELBOURNE,New South Wales,NEWCASTLE,12,22539
670,Victoria,MELBOURNE,Queensland,GOLD COAST,1,196680
671,Victoria,MELBOURNE,Queensland,GOLD COAST,2,136318
672,Victoria,MELBOURNE,Queensland,GOLD COAST,3,101976
673,Victoria,MELBOURNE,Queensland,GOLD COAST,4,0
674,Victoria,MELBOURNE,Queensland,GOLD COAST,5,0
675,Victoria,MELBOURNE,Queensland,GOLD COAST,6,0
676,Victoria,MELBOURNE,Queensland,GOLD COAST,7,0
677,Victoria,MELBOURNE,Queensland,GOLD COAST,8,0
678,Victoria,MELBOURNE,Queensland,GOLD COAST,9,0
679,Victoria,MELBOURNE,Queensland,GOLD COAST,10,0
680,Victoria,MELBOURNE,Queensland,GOLD COAST,11,0
681,Victoria,MELBOURNE,Queensland,GOLD COAST,12,78612
682,Victoria,MELBOURNE,Western Australia,PERTH,1,195966
683,Victoria,MELBOURNE,Western Australia,PERTH,2,154410
684,Victoria,MELBOURNE,Western Australia,PERTH,3,117238
685,Victoria,MELBOURNE,Western Australia,PERTH,4,6132
686,Victoria,MELBOURNE,Western Australia,PERTH,5,8804
687,Victoria,MELBOURNE,Western Australia,PERTH,6,9911
688,Victoria,MELBOURNE,Western Australia,PERTH,7,3986
689,Victoria,MELBOURNE,Western Australia,PERTH,8,2006
690,Victoria,MELBOURNE,Western Australia,PERTH,9,2370
691,Victoria,MELBOURNE,Western Australia,PERTH,10,0
692,Victoria,MELBOURNE,Western Australia,PERTH,11,0
693,Victoria,MELBOURNE,Western Australia,PERTH,12,43167
694,Victoria,MELBOURNE,New South Wales,SYDNEY,1,742835
695,Victoria,MELBOURNE,New South Wales,SYDNEY,2,691944
696,Victoria,MELBOURNE,New South Wales,SYDNEY,3,416263
697,Victoria,MELBOURNE,New South Wales,SYDNEY,4,17098
698,Victoria,MELBOURNE,New South Wales,SYDNEY,5,18998
699,Victoria,MELBOURNE,New South Wales,SYDNEY,6,59259
700,Victoria,MELBOURNE,New South Wales,SYDNEY,7,30926
701,Victoria,MELBOURNE,New South Wales,SYDNEY,8,9891
702,Victoria,MELBOURNE,New South Wales,SYDNEY,9,10155
703,Victoria,MELBOURNE,New South Wales,SYDNEY,10,11089
704,Victoria,MELBOURNE,New South Wales,SYDNEY,11,58399
705,Victoria,MELBOURNE,New South Wales,SYDNEY,12,182987
706,Victoria,MELBOURNE,Queensland,TOWNSVILLE,1,0
707,Victoria,MELBOURNE,Queensland,TOWNSVILLE,2,0
708,Victoria,MELBOURNE,Queensland,TOWNSVILLE,3,0
709,Victoria,MELBOURNE,Queensland,TOWNSVILLE,4,0
710,Victoria,MELBOURNE,Queensland,TOWNSVILLE,5,0
711,Victoria,MELBOURNE,Queensland,TOWNSVILLE,6,0
712,Victoria,MELBOURNE,Queensland,TOWNSVILLE,7,0
713,Victoria,MELBOURNE,Queensland,TOWNSVILLE,8,0
714,Victoria,MELBOURNE,Queensland,TOWNSVILLE,9,0
715,Victoria,MELBOURNE,Queensland,TOWNSVILLE,10,0
716,Victoria,MELBOURNE,Queensland,TOWNSVILLE,11,0
717,Victoria,MELBOURNE,Queensland,TOWNSVILLE,12,0
718,Queensland,GOLD COAST,New South Wales,SYDNEY,1,275559
719,Queensland,GOLD COAST,New South Wales,SYDNEY,2,197130
720,Queensland,GOLD COAST,New South Wales,SYDNEY,3,130820
721,Queensland,GOLD COAST,New South Wales,SYDNEY,4,1518
722,Queensland,GOLD COAST,New South Wales,SYDNEY,5,0
723,Queensland,GOLD COAST,New South Wales,SYDNEY,6,5089
724,Queensland,GOLD COAST,New South Wales,SYDNEY,7,34335
725,Queensland,GOLD COAST,New South Wales,SYDNEY,8,2398
726,Queensland,GOLD COAST,New South Wales,SYDNEY,9,0
727,Queensland,GOLD COAST,New South Wales,SYDNEY,10,0
728,Queensland,GOLD COAST,New South Wales,SYDNEY,11,0
729,Queensland,GOLD COAST,New South Wales,SYDNEY,12,54892
730,Western Australia,PERTH,Western Australia,PORT HEDLAND,1,30268
731,Western Australia,PERTH,Western Australia,PORT HEDLAND,2,30938
732,Western Australia,PERTH,Western Australia,PORT HEDLAND,3,27898
733,Western Australia,PERTH,Western Australia,PORT HEDLAND,4,5045
734,Western Australia,PERTH,Western Australia,PORT HEDLAND,5,2877
735,Western Australia,PERTH,Western Australia,PORT HEDLAND,6,6143
736,Western Australia,PERTH,Western Australia,PORT HEDLAND,7,12895
737,Western Australia,PERTH,Western Australia,PORT HEDLAND,8,12694
738,Western Australia,PERTH,Western Australia,PORT HEDLAND,9,15260
739,Western Australia,PERTH,Western Australia,PORT HEDLAND,10,17005
740,Western Australia,PERTH,Western Australia,PORT HEDLAND,11,24455
741,Western Australia,PERTH,Western Australia,PORT HEDLAND,12,24271
742,Western Australia,PERTH,New South Wales,SYDNEY,1,148044
743,Western Australia,PERTH,New South Wales,SYDNEY,2,126619
744,Western Australia,PERTH,New South Wales,SYDNEY,3,94861
745,Western Australia,PERTH,New South Wales,SYDNEY,4,5249
746,Western Australia,PERTH,New South Wales,SYDNEY,5,7100
747,Western Australia,PERTH,New South Wales,SYDNEY,6,8973
748,Western Australia,PERTH,New South Wales,SYDNEY,7,8591
749,Western Australia,PERTH,New South Wales,SYDNEY,8,3913
750,Western Australia,PERTH,New South Wales,SYDNEY,9,4228
751,Western Australia,PERTH,New South Wales,SYDNEY,10,0
752,Western Australia,PERTH,New South Wales,SYDNEY,11,0
753,Western Australia,PERTH,New South Wales,SYDNEY,12,18286
754,Western Australia,PERTH,,NEWMAN,1,26738
755,Western Australia,PERTH,,NEWMAN,2,29022
756,Western Australia,PERTH,,NEWMAN,3,19476
757,Western Australia,PERTH,,NEWMAN,4,3946
758,Western Australia,PERTH,,NEWMAN,5,2871
759,Western Australia,PERTH,,NEWMAN,6,4195
760,Western Australia,PERTH,,NEWMAN,7,6549
761,Western Australia,PERTH,,NEWMAN,8,6023
762,Western Australia,PERTH,,NEWMAN,9,10796
763,Western Australia,PERTH,,NEWMAN,10,12747
764,Western Australia,PERTH,,NEWMAN,11,19991
765,Western Australia,PERTH,,NEWMAN,12,24418
766,,PROSERPINE,New South Wales,SYDNEY,1,10090
767,,PROSERPINE,New South Wales,SYDNEY,2,0
768,,PROSERPINE,New South Wales,SYDNEY,3,0
769,,PROSERPINE,New South Wales,SYDNEY,4,0
770,,PROSERPINE,New South Wales,SYDNEY,5,0
771,,PROSERPINE,New South Wales,SYDNEY,6,0
772,,PROSERPINE,New South Wales,SYDNEY,7,0
773,,PROSERPINE,New South Wales,SYDNEY,8,0
774,,PROSERPINE,New South Wales,SYDNEY,9,0
775,,PROSERPINE,New South Wales,SYDNEY,10,0
776,,PROSERPINE,New South Wales,SYDNEY,11,0
777,,PROSERPINE,New South Wales,SYDNEY,12,0
778,New South Wales,PORT MACQUARIE,New South Wales,SYDNEY,1,14785
779,New South Wales,PORT MACQUARIE,New South Wales,SYDNEY,2,13978
780,New South Wales,PORT MACQUARIE,New South Wales,SYDNEY,3,10334
781,New South Wales,PORT MACQUARIE,New South Wales,SYDNEY,4,0
782,New South Wales,PORT MACQUARIE,New South Wales,SYDNEY,5,0
783,New South Wales,PORT MACQUARIE,New South Wales,SYDNEY,6,0
784,New South Wales,PORT MACQUARIE,New South Wales,SYDNEY,7,0
785,New South Wales,PORT MACQUARIE,New South Wales,SYDNEY,8,0
786,New South Wales,PORT MACQUARIE,New South Wales,SYDNEY,9,0
787,New South Wales,PORT MACQUARIE,New South Wales,SYDNEY,10,0
788,New South Wales,PORT MACQUARIE,New South Wales,SYDNEY,11,0
789,New South Wales,PORT MACQUARIE,New South Wales,SYDNEY,12,0
790,New South Wales,BALLINA,New South Wales,SYDNEY,1,46982
791,New South Wales,BALLINA,New South Wales,SYDNEY,2,32604
792,New South Wales,BALLINA,New South Wales,SYDNEY,3,22563
793,New South Wales,BALLINA,New South Wales,SYDNEY,4,0
794,New South Wales,BALLINA,New South Wales,SYDNEY,5,2367
795,New South Wales,BALLINA,New South Wales,SYDNEY,6,5583
796,New South Wales,BALLINA,New South Wales,SYDNEY,7,26844
797,New South Wales,BALLINA,New South Wales,SYDNEY,8,26626
798,New South Wales,BALLINA,New South Wales,SYDNEY,9,35315
799,New South Wales,BALLINA,New South Wales,SYDNEY,10,49871
800,New South Wales,BALLINA,New South Wales,SYDNEY,11,52504
801,New South Wales,BALLINA,New South Wales,SYDNEY,12,52850
802,New South Wales,SYDNEY,New South Wales,TAMWORTH,1,13401
803,New South Wales,SYDNEY,New South Wales,TAMWORTH,2,13240
804,New South Wales,SYDNEY,New South Wales,TAMWORTH,3,9023
805,New South Wales,SYDNEY,New South Wales,TAMWORTH,4,0
806,New South Wales,SYDNEY,New South Wales,TAMWORTH,5,0
807,New South Wales,SYDNEY,New South Wales,TAMWORTH,6,0
808,New South Wales,SYDNEY,New South Wales,TAMWORTH,7,0
809,New South Wales,SYDNEY,New South Wales,TAMWORTH,8,0
810,New South Wales,SYDNEY,New South Wales,TAMWORTH,9,0
811,New South Wales,SYDNEY,New South Wales,TAMWORTH,10,0
812,New South Wales,SYDNEY,New South Wales,TAMWORTH,11,0
813,New South Wales,SYDNEY,New South Wales,TAMWORTH,12,0
814,New South Wales,SYDNEY,Queensland,TOWNSVILLE,1,14360
815,New South Wales,SYDNEY,Queensland,TOWNSVILLE,2,8097
816,New South Wales,SYDNEY,Queensland,TOWNSVILLE,3,6579
817,New South Wales,SYDNEY,Queensland,TOWNSVILLE,4,0
818,New South Wales,SYDNEY,Queensland,TOWNSVILLE,5,0
819,New South Wales,SYDNEY,Queensland,TOWNSVILLE,6,0
820,New South Wales,SYDNEY,Queensland,TOWNSVILLE,7,0
821,New South Wales,SYDNEY,Queensland,TOWNSVILLE,8,0
822,New South Wales,SYDNEY,Queensland,TOWNSVILLE,9,0
823,New South Wales,SYDNEY,Queensland,TOWNSVILLE,10,0
824,New South Wales,SYDNEY,Queensland,TOWNSVILLE,11,0
825,New South Wales,SYDNEY,Queensland,TOWNSVILLE,12,0
826,New South Wales,SYDNEY,New South Wales,WAGGA WAGGA,1,11189
827,New South Wales,SYDNEY,New South Wales,WAGGA WAGGA,2,13634
828,New South Wales,SYDNEY,New South Wales,WAGGA WAGGA,3,9344
829,New South Wales,SYDNEY,New South Wales,WAGGA WAGGA,4,269
830,New South Wales,SYDNEY,New South Wales,WAGGA WAGGA,5,549
831,New South Wales,SYDNEY,New South Wales,WAGGA WAGGA,6,0
832,New South Wales,SYDNEY,New South Wales,WAGGA WAGGA,7,0
833,New South Wales,SYDNEY,New South Wales,WAGGA WAGGA,8,0
834,New South Wales,SYDNEY,New South Wales,WAGGA WAGGA,9,0
835,New South Wales,SYDNEY,New South Wales,WAGGA WAGGA,10,0
836,New South Wales,SYDNEY,New South Wales,WAGGA WAGGA,11,0
837,New South Wales,SYDNEY,New South Wales,WAGGA WAGGA,12,0
